Parent1,Parent2,Replication,Trait
22,10,1,21.79149264
23,10,1,28.35364824
24,10,1,22.49000109
25,10,1,19.07533574
1,11,1,22.86729938
2,11,1,19.43296023
3,11,1,22.29749706
4,11,1,21.12257548
5,11,1,23.21893494
6,11,1,15.34214029
7,11,1,13.47400306
8,11,1,18.15183912
9,11,1,20.29236002
10,11,1,21.53720646
12,11,1,15.94936966
13,11,1,20.7098943
14,11,1,22.25992035
15,11,1,22.42497767
16,11,1,15.63809165
17,11,1,17.50249365
18,11,1,19.68035813
19,11,1,19.69758733
20,11,1,20.31040784
21,11,1,19.99412265
22,11,1,25.46179105
23,11,1,24.72202048
24,11,1,19.13204722
25,11,1,17.92935991
1,12,1,14.72603617
2,12,1,16.7285992
3,12,1,15.50075671
4,12,1,17.57186317
5,12,1,17.19042118
6,12,1,17.94413943
7,12,1,16.21172425
8,12,1,19.0817332
9,12,1,18.13968164
10,12,1,20.00786872
11,12,1,15.25060066
13,12,1,12.26074228
14,12,1,14.91897144
15,12,1,18.78967905
16,12,1,17.21943629
17,12,1,16.12091286
18,12,1,16.48799246
19,12,1,15.71203653
20,12,1,18.66001753
21,12,1,13.45906289
22,12,1,20.17832544
23,12,1,25.79570632
24,12,1,17.17711474
25,12,1,16.44130048
1,13,1,23.57928989
2,13,1,23.50768263
3,13,1,21.38676892
4,13,1,22.76219416
5,13,1,20.13951534
6,13,1,14.23016727
7,13,1,21.60109845
8,13,1,15.73252544
9,13,1,19.90106688
10,13,1,19.9731684
11,13,1,16.22433647
12,13,1,14.06297794
14,13,1,23.53117909
15,13,1,18.81496389
16,13,1,18.19993358
17,13,1,16.47148561
18,13,1,18.63508147
19,13,1,12.87742012
20,13,1,22.12015888
21,13,1,17.05748483
22,13,1,20.67529645
23,13,1,23.19045044
24,13,1,19.30511128
25,13,1,18.11601219
1,14,1,20.06647736
2,14,1,23.98827764
3,14,1,24.53126766
4,14,1,25.47667325
5,14,1,20.44574791
6,14,1,21.99380333
7,14,1,20.97634037
8,14,1,22.91014695
9,14,1,22.74009055
10,14,1,21.72364745
11,14,1,25.9708027
12,14,1,18.22030222
13,14,1,20.33370178
15,14,1,21.82704356
16,14,1,19.62039692
17,14,1,19.25122922
18,14,1,22.79578271
19,14,1,16.87300383
20,14,1,26.41124733
21,14,1,25.1253312
22,14,1,26.34812233
23,14,1,31.58570514
24,14,1,21.24427212
25,14,1,22.83512951
1,15,1,25.15991234
2,15,1,22.41226057
3,15,1,23.5946715
4,15,1,20.29551259
5,15,1,22.77974824
6,15,1,21.58487562
7,15,1,23.8265028
8,15,1,17.17499639
9,15,1,23.31715685
10,15,1,25.20601543
11,15,1,20.95813274
12,15,1,22.23137015
13,15,1,19.64709042
14,15,1,23.47133952
16,15,1,20.7531914
17,15,1,24.28431352
18,15,1,26.84496499
19,15,1,19.12914521
20,15,1,26.26915937
21,15,1,16.75555186
22,15,1,23.23944939
23,15,1,26.27078611
24,15,1,24.90229291
25,15,1,25.20261108
1,16,1,20.23024799
2,16,1,21.13712319
3,16,1,18.69163825
4,16,1,19.62122302
5,16,1,23.87989833
6,16,1,24.38413555
7,16,1,20.60538508
8,16,1,22.76811816
9,16,1,13.44520883
10,16,1,26.3757299
11,16,1,18.16365186
12,16,1,15.15141259
13,16,1,18.05697325
14,16,1,21.96501155
15,16,1,19.60559776
17,16,1,21.30640791
18,16,1,15.31827324
19,16,1,14.82072576
20,16,1,22.32214819
21,16,1,19.79664049
22,16,1,20.69191645
23,16,1,23.83198894
24,16,1,22.040883
25,16,1,20.87901781
1,17,1,22.17562911
2,17,1,17.31125525
3,17,1,17.33360952
4,17,1,20.28586595
5,17,1,19.43532135
6,17,1,15.28101424
7,17,1,18.56582175
8,17,1,20.11260562
9,17,1,21.33564768
10,17,1,20.31841379
11,17,1,15.47467686
12,17,1,15.45880469
13,17,1,24.24728628
14,17,1,22.55306725
15,17,1,22.43821098
16,17,1,18.86105829
18,17,1,18.51146698
19,17,1,17.18252574
20,17,1,21.48298102
21,17,1,18.11324098
22,17,1,23.93108638
23,17,1,25.995586
24,17,1,24.57178828
25,17,1,22.09674579
1,18,1,23.21744616
2,18,1,16.02547558
3,18,1,24.27965824
4,18,1,21.39963686
5,18,1,17.1046325
6,18,1,22.97113889
7,18,1,20.32680208
8,18,1,27.27445853
9,18,1,19.82082521
10,18,1,22.92852356
11,18,1,19.31602004
12,18,1,18.5444859
13,18,1,12.06112679
14,18,1,23.48278695
15,18,1,26.43242467
16,18,1,20.6668369
17,18,1,20.59480526
19,18,1,16.98697452
20,18,1,28.78935742
21,18,1,19.29638052
22,18,1,23.61912421
23,18,1,27.02033456
24,18,1,24.84552077
25,18,1,20.12439978
1,19,1,15.81213101
2,19,1,17.90105861
3,19,1,17.20800259
4,19,1,22.52012843
5,19,1,18.80428596
6,19,1,17.98813047
7,19,1,19.84661838
8,19,1,20.39272103
9,19,1,16.8223296
10,19,1,19.47492934
11,19,1,19.07813222
12,19,1,15.35275417
13,19,1,13.10349037
14,19,1,17.02874924
15,19,1,20.06306932
16,19,1,15.89678971
17,19,1,18.03930047
18,19,1,17.20748866
20,19,1,27.76625351
21,19,1,16.02290108
22,19,1,16.91087041
23,19,1,20.30217491
24,19,1,22.8994268
25,19,1,17.74008547
1,20,1,24.0351374
2,20,1,21.99480326
3,20,1,21.54939429
4,20,1,24.90568638
5,20,1,21.64741844
6,20,1,26.46726856
7,20,1,28.0018457
8,20,1,22.21612953
9,20,1,23.2236371
10,20,1,28.04164174
11,20,1,25.80512821
12,20,1,15.40734905
13,20,1,21.55725509
14,20,1,25.75029968
15,20,1,27.04849948
16,20,1,21.77712634
17,20,1,27.60671605
18,20,1,24.00928279
19,20,1,27.883793
21,20,1,20.70012096
22,20,1,24.93962767
23,20,1,29.19003544
24,20,1,27.75502742
25,20,1,26.80694823
1,21,1,18.213708
2,21,1,22.80385474
3,21,1,23.89873696
4,21,1,19.27886458
5,21,1,20.72868453
6,21,1,18.51957042
7,21,1,15.67731506
8,21,1,22.55201991
9,21,1,20.93826003
10,21,1,23.45509969
11,21,1,17.91532831
12,21,1,14.41703027
13,21,1,20.03437772
14,21,1,19.43695959
15,21,1,17.73955061
16,21,1,25.21398055
17,21,1,20.87733494
18,21,1,20.37625637
19,21,1,17.56030562
20,21,1,20.21529413
22,21,1,16.30788215
23,21,1,29.34351954
24,21,1,18.50721783
25,21,1,18.34432109
1,22,1,24.07844005
2,22,1,21.72464864
3,22,1,25.27260313
4,22,1,24.73209304
5,22,1,18.36324872
6,22,1,19.01826851
7,22,1,20.61270601
8,22,1,17.76584643
9,22,1,19.99269992
10,22,1,22.83982132
11,22,1,20.23485942
12,22,1,17.17558311
13,22,1,18.81176325
14,22,1,23.92697092
15,22,1,23.709896
16,22,1,23.73390285
17,22,1,22.40561918
18,22,1,22.90097282
19,22,1,24.22551322
20,22,1,28.98151966
21,22,1,15.87158414
23,22,1,31.81922081
24,22,1,23.07907554
25,22,1,19.14018172
1,23,1,24.73376005
2,23,1,24.17434066
3,23,1,26.78384674
4,23,1,29.56314483
5,23,1,32.80651201
6,23,1,28.09154691
7,23,1,26.70866103
8,23,1,27.27221209
9,23,1,20.82198424
10,23,1,23.12629458
11,23,1,18.07138305
12,23,1,25.14445926
13,23,1,28.70219328
14,23,1,30.15109497
15,23,1,28.06909278
16,23,1,25.997558
17,23,1,25.19668668
18,23,1,27.83714336
19,23,1,19.46036143
20,23,1,31.55724945
21,23,1,23.75691129
22,23,1,29.22645617
24,23,1,29.12760702
25,23,1,24.62365124
1,24,1,23.90804657
2,24,1,20.33223644
3,24,1,19.0660055
4,24,1,23.87653152
5,24,1,23.67241701
6,24,1,20.348314
7,24,1,22.76299852
8,24,1,23.3051129
9,24,1,20.68380062
10,24,1,22.83810399
11,24,1,17.865382
12,24,1,16.7010934
13,24,1,20.86102794
14,24,1,22.0857106
15,24,1,25.50196666
16,24,1,20.97693673
17,24,1,24.1271615
18,24,1,22.55616763
19,24,1,18.17109983
20,24,1,27.45064365
21,24,1,25.54695172
22,24,1,23.96958704
23,24,1,29.75568919
25,24,1,20.80420409
1,25,1,21.98639979
2,25,1,21.15372892
3,25,1,18.821331
4,25,1,23.69317876
5,25,1,15.86207739
6,25,1,17.91663601
7,25,1,19.40157203
8,25,1,19.77045899
9,25,1,23.088671
10,25,1,21.78634486
11,25,1,20.49023308
12,25,1,18.70587722
13,25,1,16.60318865
14,25,1,22.75877222
15,25,1,19.89620272
16,25,1,23.08346376
17,25,1,20.25649183
18,25,1,21.88251432
19,25,1,15.59474122
20,25,1,24.16165101
21,25,1,17.87732427
22,25,1,23.21057323
23,25,1,23.59450775
24,25,1,20.93413504
2,1,2,19.5909425
3,1,2,22.85125624
4,1,2,20.79762389
5,1,2,19.60697237
6,1,2,22.74784476
7,1,2,25.28169162
8,1,2,28.85154282
9,1,2,18.36760088
10,1,2,24.55031687
11,1,2,17.44919941
12,1,2,16.43288467
13,1,2,20.95782646
14,1,2,19.1656158
15,1,2,25.10608967
16,1,2,22.89309455
17,1,2,23.35294668
18,1,2,25.70907974
19,1,2,20.55479255
20,1,2,24.67070618
21,1,2,15.45723831
22,1,2,22.74985654
23,1,2,27.40279437
24,1,2,22.87959302
25,1,2,25.89373158
1,2,2,17.73847997
3,2,2,23.37061608
4,2,2,18.31770905
5,2,2,19.74735526
6,2,2,18.77377584
7,2,2,23.20652804
8,2,2,22.52145497
9,2,2,20.38589498
10,2,2,18.24791204
11,2,2,17.77563668
12,2,2,15.84620335
13,2,2,21.5091844
14,2,2,18.68755352
15,2,2,23.19474816
16,2,2,22.08682216
17,2,2,15.54836148
18,2,2,18.28331793
19,2,2,18.08877357
20,2,2,23.5023073
21,2,2,21.72571444
22,2,2,22.33406049
23,2,2,22.84158658
24,2,2,20.3397436
25,2,2,16.54816553
1,3,2,18.88725126
2,3,2,25.60809047
4,3,2,24.9258692
5,3,2,22.30386176
6,3,2,22.32107975
7,3,2,24.69769939
8,3,2,23.24022164
9,3,2,16.61361513
10,3,2,23.77139086
11,3,2,23.09022773
12,3,2,19.36658504
13,3,2,18.02934917
14,3,2,25.20734156
15,3,2,21.25128534
16,3,2,21.74240779
17,3,2,17.77378234
18,3,2,22.71723957
19,3,2,17.92738024
20,3,2,23.38441777
21,3,2,22.305138
22,3,2,23.50827539
23,3,2,27.79878343
24,3,2,23.76154263
25,3,2,16.37283234
1,4,2,22.40243412
2,4,2,22.0262777
3,4,2,24.94984272
5,4,2,20.76803686
6,4,2,19.78556455
7,4,2,25.83459323
8,4,2,23.01584287
9,4,2,19.04131779
10,4,2,25.18479108
11,4,2,17.46181421
12,4,2,23.28205358
13,4,2,27.08783191
14,4,2,22.38454482
15,4,2,21.47502646
16,4,2,22.21017905
17,4,2,20.24264619
18,4,2,24.57170912
19,4,2,22.31750386
20,4,2,25.51012362
21,4,2,18.84644109
22,4,2,24.33681147
23,4,2,28.46128346
24,4,2,28.65930208
25,4,2,18.87403345
1,5,2,23.65917516
2,5,2,17.73882668
3,5,2,23.07853005
4,5,2,23.74004163
6,5,2,21.25264211
7,5,2,16.42842521
8,5,2,23.43346712
9,5,2,15.67322445
10,5,2,20.56087833
11,5,2,20.76022208
12,5,2,17.39513608
13,5,2,18.8688531
14,5,2,18.37195233
15,5,2,22.06977798
16,5,2,21.68184047
17,5,2,19.71261279
18,5,2,20.07515533
19,5,2,18.82671195
20,5,2,27.98750923
21,5,2,20.09721434
22,5,2,19.58351371
23,5,2,30.46456856
24,5,2,22.28370959
25,5,2,19.4084533
1,6,2,24.06762616
2,6,2,18.15548439
3,6,2,22.40737632
4,6,2,18.87601022
5,6,2,21.07675248
7,6,2,21.63202867
8,6,2,21.947613
9,6,2,19.36621787
10,6,2,17.43562684
11,6,2,16.96774
12,6,2,17.46539912
13,6,2,21.30306932
14,6,2,26.11074404
15,6,2,24.80456781
16,6,2,21.03619006
17,6,2,16.47696479
18,6,2,19.0216335
19,6,2,15.04460723
20,6,2,24.01783251
21,6,2,16.99165905
22,6,2,17.39590613
23,6,2,24.07662149
24,6,2,20.36362787
25,6,2,16.98801109
1,7,2,17.9630785
2,7,2,22.8961657
3,7,2,18.92759948
4,7,2,22.1473724
5,7,2,21.48996933
6,7,2,23.06590358
8,7,2,26.15361736
9,7,2,19.69272648
10,7,2,22.82504888
11,7,2,14.81876503
12,7,2,16.49226361
13,7,2,18.39954805
14,7,2,22.80149388
15,7,2,24.36465704
16,7,2,21.59584809
17,7,2,16.23598818
18,7,2,21.94642535
19,7,2,18.68039017
20,7,2,29.88993308
21,7,2,23.63176091
22,7,2,24.36467865
23,7,2,30.20178891
24,7,2,24.54317309
25,7,2,23.24955507
1,8,2,23.04773326
2,8,2,19.73234853
3,8,2,18.92553395
4,8,2,21.00679087
5,8,2,18.73691586
6,8,2,17.94656483
7,8,2,18.3546005
9,8,2,20.58764642
10,8,2,19.97330224
11,8,2,19.18216038
12,8,2,17.91996533
13,8,2,18.56111298
14,8,2,17.96894575
15,8,2,22.1707042
16,8,2,20.91502922
17,8,2,20.29853116
18,8,2,23.13924739
19,8,2,20.24684817
20,8,2,22.96347464
21,8,2,19.18767767
22,8,2,18.66376161
23,8,2,29.11691371
24,8,2,21.09265709
25,8,2,22.34200459
1,9,2,22.18610434
2,9,2,15.43922671
3,9,2,18.21684161
4,9,2,20.00739605
5,9,2,18.07233413
6,9,2,15.62100688
7,9,2,19.28210808
8,9,2,20.08912839
10,9,2,22.96020046
11,9,2,20.21888172
12,9,2,13.69970058
13,9,2,17.59178937
14,9,2,19.08672514
15,9,2,15.95502789
16,9,2,15.44965546
17,9,2,20.62954004
18,9,2,22.11064931
19,9,2,16.57872675
20,9,2,21.54589821
21,9,2,18.84917576
22,9,2,22.02707658
23,9,2,24.61262653
24,9,2,17.26350927
25,9,2,21.36575396
1,10,2,24.73932277
2,10,2,18.30050945
3,10,2,25.97204878
4,10,2,22.6570687
5,10,2,22.30401417
6,10,2,19.11917244
7,10,2,23.98524275
8,10,2,15.46861111
9,10,2,21.2680259
11,10,2,19.59508574
12,10,2,18.57220288
13,10,2,21.20024584
14,10,2,22.09634281
15,10,2,21.4905943
16,10,2,25.93845622
17,10,2,23.22902004
18,10,2,24.26324789
19,10,2,19.63368101
20,10,2,31.48007186
21,10,2,20.64694072
22,10,2,24.67634807
23,10,2,24.20208225
24,10,2,21.99764199
25,10,2,19.84616412
1,11,2,19.744852
2,11,2,22.16203461
3,11,2,20.1282249
4,11,2,19.59221475
5,11,2,24.70336508
6,11,2,16.86730263
7,11,2,25.57265518
8,11,2,17.63702565
9,11,2,14.119589
10,11,2,21.21078222
12,11,2,17.14217749
13,11,2,17.36496363
14,11,2,18.70668626
15,11,2,27.0054188
16,11,2,18.08241522
17,11,2,17.2250046
18,11,2,19.27668929
19,11,2,19.69211229
20,11,2,17.05324845
21,11,2,16.40098209
22,11,2,20.55856858
23,11,2,21.81607153
24,11,2,19.68610371
25,11,2,21.83217617
1,12,2,15.54560716
2,12,2,17.75176224
3,12,2,19.15905865
4,12,2,18.1741564
5,12,2,16.57713762
6,12,2,16.32113456
7,12,2,19.16726692
8,12,2,16.0857752
9,12,2,18.01652893
10,12,2,19.31090162
11,12,2,14.5363143
13,12,2,13.43349333
14,12,2,18.33469486
15,12,2,19.54126511
16,12,2,11.70589818
17,12,2,15.48557784
18,12,2,18.19648413
19,12,2,14.07990498
20,12,2,17.52409212
21,12,2,15.76643688
22,12,2,20.15753525
23,12,2,25.17442756
24,12,2,18.40768351
25,12,2,16.74035126
1,13,2,23.81763962
2,13,2,17.99056407
3,13,2,21.73422327
4,13,2,20.73669727
5,13,2,18.34456898
6,13,2,15.58802114
7,13,2,20.92694729
8,13,2,13.35130347
9,13,2,17.30026939
10,13,2,18.29764649
11,13,2,18.70556808
12,13,2,17.6279726
14,13,2,21.67395201
15,13,2,20.16337826
16,13,2,20.53594811
17,13,2,19.2602116
18,13,2,15.2786349
19,13,2,12.63997615
20,13,2,23.40902883
21,13,2,20.33146093
22,13,2,17.54386076
23,13,2,26.59497636
24,13,2,23.05488937
25,13,2,17.45205826
1,14,2,21.89918178
2,14,2,26.01664381
3,14,2,21.62415434
4,14,2,23.88335699
5,14,2,23.01935514
6,14,2,22.98873958
7,14,2,25.54868544
8,14,2,21.10335564
9,14,2,18.20867851
10,14,2,23.51049837
11,14,2,25.37839691
12,14,2,14.86099101
13,14,2,21.23933909
15,14,2,22.5069775
16,14,2,21.04150794
17,14,2,17.91727737
18,14,2,20.11468694
19,14,2,17.89856537
20,14,2,24.30190184
21,14,2,20.27698839
22,14,2,27.17060314
23,14,2,33.51525857
24,14,2,22.7617304
25,14,2,21.80682928
1,15,2,25.97286153
2,15,2,25.08651183
3,15,2,23.29629066
4,15,2,24.71730448
5,15,2,23.88724207
6,15,2,20.85263188
7,15,2,26.82217951
8,15,2,17.37129645
9,15,2,19.13773801
10,15,2,22.28307061
11,15,2,23.54416529
12,15,2,15.44576356
13,15,2,25.38919447
14,15,2,22.30789655
16,15,2,21.16521389
17,15,2,19.95692992
18,15,2,22.68005081
19,15,2,20.10785804
20,15,2,26.73698025
21,15,2,19.28970797
22,15,2,21.23135064
23,15,2,26.17984297
24,15,2,26.01250353
25,15,2,21.71760804
1,16,2,18.22676682
2,16,2,18.90601471
3,16,2,18.2343919
4,16,2,22.73910584
5,16,2,24.5291085
6,16,2,22.85796044
7,16,2,19.20694805
8,16,2,18.14561181
9,16,2,17.28648226
10,16,2,26.58850425
11,16,2,15.67368741
12,16,2,13.35248878
13,16,2,20.99931774
14,16,2,21.26708717
15,16,2,21.34002182
17,16,2,21.0252734
18,16,2,19.66581309
19,16,2,16.6520293
20,16,2,22.98926798
21,16,2,21.24120548
22,16,2,19.3210849
23,16,2,24.27538564
24,16,2,22.3117865
25,16,2,24.10194818
1,17,2,25.3577725
2,17,2,18.41692481
3,17,2,18.78945137
4,17,2,19.89855076
5,17,2,18.11383784
6,17,2,22.11716961
7,17,2,18.9498947
8,17,2,19.37313511
9,17,2,22.4328213
10,17,2,24.35345687
11,17,2,17.44951673
12,17,2,16.58904273
13,17,2,20.24132121
14,17,2,21.44978124
15,17,2,19.95184634
16,17,2,17.92745834
18,17,2,24.61034827
19,17,2,17.70809143
20,17,2,26.29545356
21,17,2,18.84458156
22,17,2,22.01233356
23,17,2,23.84353331
24,17,2,23.05804166
25,17,2,18.40752867
1,18,2,23.70132402
2,18,2,18.9809895
3,18,2,23.17319781
4,18,2,22.08476297
5,18,2,20.02855127
6,18,2,20.68472324
7,18,2,17.91536915
8,18,2,21.61117729
9,18,2,21.10257389
10,18,2,21.7222499
11,18,2,17.85600882
12,18,2,13.95065291
13,18,2,14.23264238
14,18,2,24.47973529
15,18,2,22.78196418
16,18,2,20.45472017
17,18,2,21.22145378
19,18,2,17.35349307
20,18,2,26.90546563
21,18,2,19.0602302
22,18,2,17.92974908
23,18,2,26.0977974
24,18,2,20.81146654
25,18,2,15.6543011
1,19,2,19.41497155
2,19,2,16.24634432
3,19,2,20.8714991
4,19,2,21.74779011
5,19,2,16.03528763
6,19,2,15.70296351
7,19,2,18.62442533
8,19,2,24.12083639
9,19,2,13.38789623
10,19,2,23.05071898
11,19,2,19.09251752
12,19,2,14.57449955
13,19,2,13.44861797
14,19,2,17.57534319
15,19,2,22.58371018
16,19,2,11.68957787
17,19,2,13.46267413
18,19,2,18.85786415
20,19,2,21.45553204
21,19,2,14.38215178
22,19,2,16.45954229
23,19,2,19.85367197
24,19,2,18.94108191
25,19,2,12.18738001
1,20,2,26.75860378
2,20,2,23.75384706
3,20,2,24.57509477
4,20,2,30.23830659
5,20,2,27.64147438
6,20,2,23.85746173
7,20,2,28.45300389
8,20,2,24.70362621
9,20,2,22.46198947
10,20,2,26.7661854
11,20,2,22.18433288
12,20,2,18.46937008
13,20,2,25.36997786
14,20,2,24.22745574
15,20,2,28.14332179
16,20,2,24.77400797
17,20,2,20.73249316
18,20,2,22.71983963
19,20,2,23.79770706
21,20,2,24.8176339
22,20,2,29.43755846
23,20,2,29.64048195
24,20,2,27.57443535
25,20,2,28.09946014
1,21,2,19.47523661
2,21,2,22.58572759
3,21,2,23.63937046
4,21,2,22.29849598
5,21,2,21.48987795
6,21,2,19.02630564
7,21,2,21.21730435
8,21,2,20.27736393
9,21,2,17.3851831
10,21,2,19.22846381
11,21,2,21.2795525
12,21,2,14.19208195
13,21,2,17.04825492
14,21,2,22.06349085
15,21,2,18.05835144
16,21,2,23.88153431
17,21,2,19.25218867
18,21,2,17.73416527
19,21,2,15.62666424
20,21,2,20.17818702
22,21,2,16.48314624
23,21,2,25.29776457
24,21,2,17.4367877
25,21,2,20.51674835
1,22,2,26.00564501
2,22,2,18.40820087
3,22,2,24.10317927
4,22,2,23.19521872
5,22,2,18.17497105
6,22,2,25.74077821
7,22,2,24.1937691
8,22,2,19.72011349
9,22,2,21.087981
10,22,2,22.62008551
11,22,2,22.43930869
12,22,2,17.23698868
13,22,2,17.71779597
14,22,2,23.92542218
15,22,2,25.4959457
16,22,2,22.18933714
17,22,2,22.00416939
18,22,2,21.22909047
19,22,2,18.81976353
20,22,2,29.36284434
21,22,2,17.6325371
23,22,2,30.34027533
24,22,2,21.29584926
25,22,2,18.33622863
1,23,2,28.65496218
2,23,2,28.09064093
3,23,2,25.53849604
4,23,2,27.65391902
5,23,2,32.30037067
6,23,2,26.2162915
7,23,2,24.33583708
8,23,2,27.49370829
9,23,2,25.15359146
10,23,2,24.62528394
11,23,2,24.20335695
12,23,2,24.91590777
13,23,2,26.69155827
14,23,2,29.76064404
15,23,2,27.1021106
16,23,2,25.31354409
17,23,2,23.36438299
18,23,2,27.06270181
19,23,2,20.17980404
20,23,2,30.47655177
21,23,2,23.93528023
22,23,2,27.57698114
24,23,2,26.9826455
25,23,2,26.52468471
1,24,2,20.14252971
2,24,2,24.58044806
3,24,2,25.8201741
4,24,2,23.46829715
5,24,2,21.56464631
6,24,2,21.55654038
7,24,2,23.23439946
8,24,2,26.04987234
9,24,2,20.40987683
10,24,2,18.02035756
11,24,2,21.51141625
12,24,2,17.43161708
13,24,2,20.07178971
